repository,notebook_path_or_name,error_type,error_message,python_version,repository_id
MaayanLab/Cytof_Plasma_PMA,notebooks/Plasma_vs_PMA_Visualization.ipynb,ImportError,ImportError,2.7.12,1879
MaayanLab/Cytof_Plasma_PMA,notebooks/archive/quick view downsample data.ipynb,ImportError,ImportError,2.7.12,1879
MaayanLab/MNIST_heatmaps,notebooks/MNIST_Notebook.ipynb,ImportError,ImportError,2.7.12,1881
MaayanLab/USDA_Nutrients_Viz,USDA_Nutrients.ipynb,ImportError,ImportError,2.7.12,1882
MaxVidgof/cherry-picker,cherrypicker.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,757
MaxVidgof/cherry-picker,cherrypicker_filter_only.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,757
Murali-group/PathLinker-Cytoscape,cytoscape-automation-example/lovastatin_analysis.ipynb,ImportError,ImportError,2.7.12,1654
Murali-group/PathLinker-Cytoscape,cytoscape-automation-example/simple_use_case.ipynb,ImportError,ImportError,2.7.12,1654
NERC-CEH/datalab,code/notebooks/jupyter/local_netCDF.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.2,576
NREL/alfabet,Untitled.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,466
NREL/alfabet,examples/run_test_predictions.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,466
NanoCommons/wgf-fairdata-analysis,FAIR_assessment_ChEMBL.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,591
NanoCommons/wgf-fairdata-analysis,FAIR_assessment_NanoCommons.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,591
NanoCommons/wgf-fairdata-analysis,FAIR_assessment_Plot_all.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,591
NanoCommons/wgf-fairdata-analysis,FAIR_assessment_cnanolab.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,591
NanoCommons/wgf-fairdata-analysis,FAIR_assessment_eNanoMapper.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,591
NeuralEnsemble/elephant,doc/tutorials/gpfa.ipynb,ImportError,ImportError,3.7.3,1593
Neuroinflab/kCSD-python,figures/kCSD_properties/kCSD_figures_for_NEURON.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,1533
Neuroinflab/kCSD-python,figures/npx/Neuropixels_for_NEURON.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,1533
PBrockmann/ipython_ferretmagic,notebooks/ferretBasics.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,34
PBrockmann/ipython_ferretmagic,notebooks/ferretmagic_01_Discovering.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,34
PBrockmann/ipython_ferretmagic,notebooks/ferretmagic_02_PassDataFromPythonToFerret.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,34
PBrockmann/ipython_ferretmagic,notebooks/ferretmagic_03_GetAndPutData.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,34
PBrockmann/ipython_ferretmagic,notebooks/ferretmagic_04_Monitoring.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,34
PBrockmann/ipython_ferretmagic,notebooks/ferretmagic_05_Linemagic.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,34
PBrockmann/ipython_ferretmagic,notebooks/ferretmagic_06_InteractWidget.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,34
PBrockmann/ipython_ferretmagic,notebooks/ferretmagic_07_Rmagic.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.5,34
PBrockmann/ipython_ferretmagic,notebooks/ferretmagic_08_PassDataFromFerretToPython_bokeh.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,34
PBrockmann/ipython_ferretmagic,notebooks/test.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,34
PathwayForte/results,notebooks/curation/wikipathways_new_mappings.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.2,950
PathwayForte/results,notebooks/evaluation/Comparisons of P-Value Distributions of Pathway Analogs.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,950
PathwayForte/results,notebooks/evaluation/analogues_comparison/gsea_analogues.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,950
PathwayForte/results,notebooks/evaluation/analogues_comparison/ora_analogues.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.2,950
PathwayForte/results,notebooks/evaluation/analogues_comparison/spia_analogues.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.2,950
PathwayForte/results,notebooks/evaluation/full_database/gsea_results.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,950
PathwayForte/results,notebooks/evaluation/full_database/ora_results.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,950
PathwayForte/results,notebooks/evaluation/full_database/spia_results.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,950
PathwayForte/results,notebooks/others/database_occurrence.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,950
PathwayForte/results,notebooks/others/enrichment/py_deseq2.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,950
PathwayForte/results,notebooks/others/prediction/subtype/brca_model_roc.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,950
PathwayForte/results,notebooks/others/prediction/subtype/model_roc.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,950
PathwayForte/results,notebooks/others/prediction/survival/extract_survival_times.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,950
PathwayMerger/PathMe-Resources,notebooks/case_scenarios/evaluating_similarity_equivalent_pathways.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PathwayMerger/PathMe-Resources,notebooks/case_scenarios/global_database_comparison.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PathwayMerger/PathMe-Resources,notebooks/case_scenarios/visualizing_similarity_equivalent_pathways.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PathwayMerger/PathMe-Resources,notebooks/kegg/kegg_gene_sets.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PathwayMerger/PathMe-Resources,notebooks/kegg/kegg_to_bel_statistics.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PathwayMerger/PathMe-Resources,notebooks/others/PathMe to BEL.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PathwayMerger/PathMe-Resources,notebooks/others/namespace_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PathwayMerger/PathMe-Resources,notebooks/others/pathway_similarity_heatmap.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PathwayMerger/PathMe-Resources,notebooks/reactome/reactome_to_bel_statistics.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PathwayMerger/PathMe-Resources,notebooks/wikipathways/wikipathways_to_bel_statistics.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1268
PeyracheLab/NeuroBoostedTrees,notebook/NeuroBoostedTrees.ipynb,ImportError,ImportError,2.7.12,1737
QI2lab/OPM,Reconstruction-python/Untitled.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5,548
QI2lab/OPM,wavefront/Direct wavefront measurement for OPM.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.6,548
QTB-HHU/photosynthesismodel,run.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.6,1360
Qiskit/qiskit-terra,test/python/notebooks/test_backend_tools.ipynb,ImportError,ImportError,3.7.3,1476
Qiskit/qiskit-tutorial,start_here.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1478
Qiskit/qiskit-tutorial,tutorials/algorithms/01_algorithms_introduction.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.8,1478
Qiskit/qiskit-tutorial,tutorials/algorithms/02_vqe_convergence.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/algorithms/03_vqe_simulation_with_noise.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.8,1478
Qiskit/qiskit-tutorial,tutorials/algorithms/04_vqe_advanced.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/algorithms/05_iqpe_from_vqe.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/algorithms/06_qaoa.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/algorithms/07_grover.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.6,1478
Qiskit/qiskit-tutorial,tutorials/algorithms/08_grover_examples.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/algorithms/09_textbook_algorithms.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/chemistry/02_vibronic_structure.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.10,1478
Qiskit/qiskit-tutorial,tutorials/chemistry/03_ground_state_solvers.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,1478
Qiskit/qiskit-tutorial,tutorials/chemistry/05_Sampling_potential_energy_surfaces.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.12,1478
Qiskit/qiskit-tutorial,tutorials/chemistry/06_calculating_thermodynamic_observables.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.12,1478
Qiskit/qiskit-tutorial,tutorials/circuits/1_getting_started_with_qiskit.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,1478
Qiskit/qiskit-tutorial,tutorials/circuits/2_plotting_data_in_qiskit.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/circuits/3_summary_of_quantum_operations.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.2,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/01_advanced_circuits.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.2,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/02_operators_overview.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/03_advanced_circuit_visualization.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/04_transpiler_passes_and_passmanager.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/05_pulse_gates.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.9.1,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/06_building_pulse_schedules.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.9.1,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/07_pulse_scheduler.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.9.1,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/08_gathering_system_information.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.9.1,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/09_pulse_simulator_duffing_model.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5,1478
Qiskit/qiskit-tutorial,tutorials/circuits_advanced/10_pulse_simulator_backend_model.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.3,1478
Qiskit/qiskit-tutorial,tutorials/finance/01_portfolio_optimization.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/finance/02_portfolio_diversification.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/finance/03_european_call_option_pricing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/finance/04_european_put_option_pricing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/finance/05_bull_spread_pricing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/finance/06_basket_option_pricing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/finance/07_asian_barrier_spread_pricing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/finance/08_fixed_income_pricing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5,1478
Qiskit/qiskit-tutorial,tutorials/finance/09_credit_risk_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/finance/10_qgan_option_pricing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5,1478
Qiskit/qiskit-tutorial,tutorials/finance/11_time_series.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1478
Qiskit/qiskit-tutorial,tutorials/machine_learning/01_qsvm_classification.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/machine_learning/02_qsvm_multiclass.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/machine_learning/03_vqc.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/machine_learning/04_qgans_for_loading_random_distributions.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1478
Qiskit/qiskit-tutorial,tutorials/noise/3_measurement_error_mitigation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.3,1478
Qiskit/qiskit-tutorial,tutorials/noise/4_randomized_benchmarking.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1478
Qiskit/qiskit-tutorial,tutorials/noise/5_quantum_volume.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/noise/6_repetition_code.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/noise/7_accreditation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.5,1478
Qiskit/qiskit-tutorial,tutorials/noise/8_tomography.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.5,1478
Qiskit/qiskit-tutorial,tutorials/noise/9_entanglement_verification.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5,1478
Qiskit/qiskit-tutorial,tutorials/operators/01_operator_flow.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.3,1478
Qiskit/qiskit-tutorial,tutorials/operators/02_gradients_framework.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1478
Qiskit/qiskit-tutorial,tutorials/optimization/1_quadratic_program.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.10,1478
Qiskit/qiskit-tutorial,tutorials/optimization/2_converters_for_quadratic_programs.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5-final,1478
Qiskit/qiskit-tutorial,tutorials/optimization/3_minimum_eigen_optimizer.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1478
Qiskit/qiskit-tutorial,tutorials/optimization/4_grover_optimizer.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5-final,1478
Qiskit/qiskit-tutorial,tutorials/optimization/5_admm_optimizer.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1478
Qiskit/qiskit-tutorial,tutorials/optimization/6_examples_max_cut_and_tsp.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1478
Qiskit/qiskit-tutorial,tutorials/optimization/7_examples_vehicle_routing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.6,1478
Qiskit/qiskit-tutorial,tutorials/optimization/8_cvar_optimization.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1478
Qiskit/qiskit-tutorial,tutorials/simulators/1_aer_provider.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1478
Qiskit/qiskit-tutorial,tutorials/simulators/2_device_noise_simulation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1478
Qiskit/qiskit-tutorial,tutorials/simulators/3_building_noise_models.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1478
Qiskit/qiskit-tutorial,tutorials/simulators/4_custom_gate_noise.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1478
Qiskit/qiskit-tutorial,tutorials/simulators/5_noise_transformation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.7,1478
Qiskit/qiskit-tutorial,tutorials/simulators/6_extended_stabilizer_tutorial.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1478
Qiskit/qiskit-tutorial,tutorials/simulators/7_matrix_product_state_method.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1478
Quantomatic/pyzx,demos/Optimizing almost-Clifford circuits.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1468
RGellerLab/CVB3_Capsid_DMS,script_interactive-heatmap/MFE_interactive.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,91
RPGroup-PBoC/RegSeq,notebooks/1_2_checkmutations.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/3_1_create_keys.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/4_1_match_data.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/4_2_inference.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/4_4_plot_sequence_logo.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/4_5_plot_energy_matrix.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/5_1_mass_spec_pval.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/5_2_plot_mass_spec.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/deprecated_notebooks/SortSeq_Information_Footprints_new.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/deprecated_notebooks/auto_peak_call.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/deprecated_notebooks/checkmutations.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/deprecated_notebooks/mass_spec_pval.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/deprecated_notebooks/plot_arrays.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
RPGroup-PBoC/RegSeq,notebooks/deprecated_notebooks/plot_mass_spec.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,263
Raj-Lab-UCSF/spectrome,spectrome/notebooks/SGM_frequency_responses.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,358
Raj-Lab-UCSF/spectrome,spectrome/notebooks/reproduce_MEG_spectra.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,358
Raj-Lab-UCSF/spectrome,spectrome/notebooks/run_model_example.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,358
SBRG/MASSpy-publication,case-study/model_analysis_notebooks/analysis_on_gibbs_free_energy_and_enzyme_abundances_for_growth_conditions.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_analysis_notebooks/analysis_on_gibbs_free_energy_and_enzyme_abundances_for_isozyme_flux_split_sensitivity.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_glucose_media_01-99_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_glucose_media_25-75_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_glucose_media_50-50_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_glucose_media_75-25_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_glucose_media_99-01_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_pyruvate_media_01-99_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_pyruvate_media_25-75_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_pyruvate_media_50-50_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_pyruvate_media_75-25_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,case-study/model_construction_notebooks/model_construction_pyruvate_media_99-01_isozyme_split.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,ensemble-modeling/ensemble_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,ensemble-modeling/ensemble_generation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,validation/fig2_panels.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,validation/glycolysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,validation/hemoglobin.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,validation/hex1.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,validation/non-personalized_model_construction.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,validation/non-personalized_model_validation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,validation/pfk.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/MASSpy-publication,validation/pyk.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.9,75
SBRG/Recon3D,Recon3D_GP - Loading and Exploring the GEM-PRO.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.3,1777
SBRG/ssbio,docs/notebooks/Complex - Testing (undergrads).ipynb,ImportError,ImportError,3.6.3,1778
SBRG/ssbio,docs/notebooks/GEM-PRO - Calculating Protein Properties.ipynb,ImportError,ImportError,3.6.3,1778
SBRG/ssbio,docs/notebooks/GEM-PRO - Genes & Sequences.ipynb,ImportError,ImportError,3.7.3,1778
SBRG/ssbio,docs/notebooks/GEM-PRO - List of Gene IDs.ipynb,ImportError,ImportError,3.7.1,1778
SBRG/ssbio,docs/notebooks/GEM-PRO - SBML Model.ipynb,ImportError,ImportError,3.6.3,1778
SBRG/ssbio,"docs/notebooks/Protein - Structure Mapping, Alignments, and Visualization.ipynb",ImportError,ImportError,3.7.3,1778
SEpapoulis/MTannotation,Viral_MTase_6-27-2018.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,751
SheffieldML/GPyOpt,manual/GPyOpt_scikitlearn.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,459
SinclairLab/frailty,Frailty Analysis Example.ipynb,ImportError,ImportError,3.6.1,279
Stemanz/liputils,docs/full analysis example/Full analysis example.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.0,338
Team-Schwessinger/DK_0911-1,scripts/20200129_genome_size_revision_v01.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/20200129_het_cov_revision_v01.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/DK0911_SRM_cov_Pst_104E_on_DK0911.ipynb,ImportError,ImportError,3.5.3,432
Team-Schwessinger/DK_0911-1,scripts/DK0911_TE_filtering_and_summary_h_contigs_fix.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/DK0911_TE_filtering_and_summary_p_contigs_fix.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/DK0911_TE_variation_analysis.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/DK0911_vs_Pst104E_gene_pair_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.6,432
Team-Schwessinger/DK_0911-1,scripts/DK0911_vs_Pst104E_synteny.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/DK0911v04_Pst104E_presence_absence_orthology.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/DK_0911_Pst104E_assemblytics_plot.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/DK_0911_defining_alleles_v02.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/DK_0911_fasta_file_reassignment.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/DK_0911_nucmer_assemblytics_mapping.ipynb,ImportError,ImportError,3.5.2,432
Team-Schwessinger/DK_0911-1,scripts/DK_0911_post_allele_analysis_v02.ipynb,ImportError,ImportError,3.5.3,432
Team-Schwessinger/DK_0911-1,scripts/Mummer_DK0911_Pst_104E.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/Pst_104E_SRM_cov_Pst_104E_on_Pst_104E.ipynb,ImportError,ImportError,3.5.3,432
Team-Schwessinger/DK_0911-1,scripts/Pst_104E_defining_alleles_v02_RT.ipynb,ImportError,ImportError,3.5.3,432
Team-Schwessinger/DK_0911-1,scripts/Pst_104E_v13_TE_filtering_and_summary_h_contigs_fix.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/Pst_104E_v14_TE_filtering_and_summary_p_contigs_fix.ipynb,ImportError,ImportError,3.5.4,432
Team-Schwessinger/DK_0911-1,scripts/protein_annotation/DK0911_v04_EggNog_parser_h_ctg.ipynb,ImportError,ImportError,3.5.3,432
Team-Schwessinger/DK_0911-1,scripts/protein_annotation/DK0911_v04_EggNog_parser_p_ctg.ipynb,ImportError,ImportError,3.5.3,432
Team-Schwessinger/DK_0911-1,scripts/protein_annotation/DK0911_v04_Interproscan_parser_h_ctg.ipynb,ImportError,ImportError,3.5.3,432
Team-Schwessinger/DK_0911-1,scripts/protein_annotation/DK0911_v04_Interproscan_parser_p_ctg.ipynb,ImportError,ImportError,3.5.3,432
